97BE,07B7,54BF,36BB
97BF,07B6,180A,5BCF
97C0,07C9,315F,F6C1
97C1,07C8,2B44,BB51
97C2,07CB,5415,31EA
97C3,07CA,385F,F6EA
97C4,07CD,2B2B,011A
97C5,07CC,2544,57EA
97C6,07CF,545F,161A
97C7,07CE,FF2B,57C1
97C8,07C1,252B,2BEA
97C9,07C0,F62B,31C1
97CA,07C3,F644,0151
97CB,07C2,3115,C71A
97CC,07C5,5715,BB1A
97CD,07C4,3815,2BC1
97CE,07C7,575F,1651
97CF,07C6,FF44,C751
97D0,07D9,3229,30B7
97D1,07D8,4784,008A
97D2,07DB,6485,6BC0
97D3,07DA,3E29,6BB7
97D4,07DD,F284,AB50
97D5,07DC,4484,6BA6
97D6,07DF,3E85,AB27
97D7,07DE,FE2E,30A6
97D8,07D1,FE84,6B6A
97D9,07D0,F22E,30C0
97DA,07D3,472E,0050
97DB,07D2,6729,AB96
97DC,07D5,6785,AB8A
97DD,07D4,6429,306A
97DE,07D7,3285,0027
97DF,07D6,442E,0096
97E0,07E9,3EC9,1A5E
97E1,07E8,4564,F0A4
97E2,07EB,A4A6,A45E
97E3,07EA,0EC0,E55E
97E4,07ED,FA64,67CE
97E5,07EC,E56A,A494
97E6,07EF,0EA6,4BCE
97E7,07EE,1AB7,0E94
97E8,07E1,1A6A,E594
97E9,07E0,FABE,0E5E
97EA,07E3,45BE,32CE
97EB,07E2,64C9,67A4
97EC,07E5,64A5,4BA4
97ED,07E4,A4C0,1A94
97EE,07E7,3EA5,F0CE
97EF,07E6,E5B7,32A4
97F0,07F9,38CF,1F5B
97F1,07F8,2504,2BCB
97F2,07FB,C4E6,0814
97F3,07FA,08C3,1F14
97F4,07FD,25BB,31E4
97F5,07FC,B50A,C414
97F6,07FF,C4C3,F6E4
97F7,07FE,1FB1,C45B
97F8,07F1,B5B1,B514
97F9,07F0,FFBB,085B
97FA,07F3,FF04,31CB
97FB,07F2,38E5,57E4
97FC,07F5,54E5,2BE4
97FD,07F4,08E6,B55B
97FE,07F7,54CF,F6CB
97FF,07F6,1F0A,57CB
9800,0809,2920,2CC7
9801,0808,4480,12A7
9802,080B,EB69,78B7
9803,080A,BDB9,98C7
9804,080D,FE80,81B7
9805,080C,E769,6467
9806,080F,1069,D1C7
9807,080E,B3B9,3E67
9808,0801,1269,44A7
9809,0800,2C20,5CB7
980A,0803,9820,C3B7
980B,0802,9F20,A767
980C,0805,4580,E7A7
980D,0804,D6B9,FEA7
980E,0807,FA80,B3C7
980F,0806,D1B9,0267
9810,0819,FD86,1C9A
9811,0818,9126,BCC4
9812,081B,D625,A88A
9813,081A,1D85,E89A
9814,081D,2326,A864
9815,081C,D125,882A
9816,081F,BD25,E8A4
9817,081E,1385,CC2A
9818,0811,B325,D85A
9819,0810,F386,0C8A
981A,0813,4186,0C64
981B,0812,4686,88B4
981C,0815,9626,D8C4
981D,0814,E685,BC5A
981E,0817,2D26,1CA4
981F,0816,E185,CCB4
9820,0829,2F22,28CC
9821,0828,F470,17AC
9822,082B,1BD9,5807
9823,082A,B6BD,28E7
9824,082D,F482,C107
9825,082C,17D9,34D7
9826,082F,1B6D,B1E7
9827,082E,B1BD,346C
9828,0821,176D,F4F7
9829,0820,2822,58BC
982A,0823,2840,C1BC
982B,0822,2F40,07D7
982C,0825,F570,17F7
982D,0824,B609,F4AC
982E,0827,F582,B1CC
982F,0826,B109,076C
9830,0839,3D9A,0986
9831,0838,9656,C9B5
9832,083B,8654,E896
9833,083A,0D94,AF86
9834,083D,2D56,E8A5
9835,083C,D655,D856
9836,083F,CD54,AF65
9837,083E,1D95,BC56
9838,0831,BD55,8F26
9839,0830,FD96,1C96
983A,0833,4696,1CA5
983B,0832,669A,D8C5
983C,0835,765A,8FB5
983D,0834,A694,C926
983E,0837,5D5A,0965
983F,0836,E695,BCC5
9840,0849,565C,CF22
9841,0848,FB30,056D
9842,084B,0B3E,B810
9843,084A,C658,CF40
9844,084D,FB92,B8E9
9845,084C,1B39,1430
9846,084F,0B98,CF09
9847,084E,B65D,1492
9848,0841,1B9D,0570
9849,0840,2652,B852
984A,0843,2610,B8CD
984B,0842,5617,14F9
984C,0845,3B37,05D9
984D,0844,C61E,0582
984E,0847,3B9C,CFBD
984F,0846,B619,14AD
9850,0859,3F91,3F63
9851,0858,2F16,C6B3
9852,085B,C6E4,F8F6
9853,085A,06AB,3FD6
9854,085D,2F53,11F6
9855,085C,B6E5,28E6
9856,085F,C6CB,06D6
9857,085E,16AF,28C3
9858,0851,B6CF,5F06
9859,0850,FF93,F8A3
985A,0853,FF36,11A3
985B,0852,3F3A,B1E6
985C,0855,5F1A,C606
985D,0854,06F4,5FB3
985E,0857,5F51,0663
985F,0856,16F5,B1C3
9860,0869,399A,3966
9861,0868,9F56,CDB6
9862,086B,86C4,48A6
9863,086A,0DA4,6F66
9864,086D,2956,E1A6
9865,086C,D6C5,98C6
9866,086F,CDC4,A666
9867,086E,1DA5,2CC6
9868,0861,BDC5,7FB6
9869,0860,F996,FCA6
986A,0863,4F96,13A6
986B,0862,6F9A,D1C6
986C,0865,7F5A,86B6
986D,0864,A6A4,59B6
986E,0867,595A,0D66
986F,0866,E6A5,B3C6
9870,0879,F986,FCAA
9871,0878,9826,B3CA
9872,087B,D6B5,686A
9873,087A,1D65,48AA
9874,087D,2C26,A16A
9875,087C,D1B5,78BA
9876,087F,BDB5,E1AA
9877,087E,1365,5CBA
9878,0871,B3B5,98CA
9879,0870,FC86,3C6A
987A,0873,4886,036A
987B,0872,4F86,81BA
987C,0875,9F26,D1CA
987D,0874,E665,2CCA
987E,0877,2926,13AA
987F,0876,E165,C3BA
9880,0889,5F5C,5FB2
9881,0888,F530,0B62
9882,088B,0BFE,28E0
9883,088A,C6C8,5F00
9884,088D,F592,B1E0
9885,088C,1BF9,F4F0
9886,088F,0BA8,C600
9887,088E,B6CD,F4A2
9888,0881,1BAD,35D0
9889,0880,2F52,28C2
988A,0883,2F10,B1C2
988B,0882,5F17,17F0
988C,0885,3537,0BD0
988D,0884,C6EE,3562
988E,0887,359C,C6B2
988F,0886,B6E9,17A2
9890,0899,5D57,C920
9891,0898,4B90,0A69
9892,089B,AB9E,D850
9893,089A,CD5E,8F20
9894,089D,F090,D8C9
9895,089C,EB99,E490
9896,089F,009E,8FB9
9897,089E,BD59,1E90
9898,0891,1099,A580
9899,0890,2D50,BC50
989A,0893,9650,BCC9
989B,0892,7657,E4A9
989C,0895,6B97,A569
989D,0894,865E,0A80
989E,0897,3097,C9B9
989F,0896,D659,1EA9
98A0,08A9,2622,B85C
98A1,08A8,F770,14A8
98A2,08AB,1B79,C847
98A3,08AA,B62D,B817
98A4,08AD,F782,C80E
98A5,08AC,1779,0477
98A6,08AF,1B8D,B8EE
98A7,08AE,B12D,048C
98A8,08A1,178D,1437
98A9,08A0,2122,C82C
98AA,08A3,2140,C8B8
98AB,08A2,2640,04DE
98AC,08A5,FB70,14FE
98AD,08A4,B649,149C
98AE,08A7,FB82,B8C8
98AF,08A6,B149,0468
98B0,08B9,3691,0F83
98B1,08B8,2616,CFBF
98B2,08BB,C614,1836
98B3,08BA,069B,0F76
98B4,08BD,2653,18F5
98B5,08BC,B615,B816
98B6,08BF,C65B,0FD5
98B7,08BE,169F,B853
98B8,08B1,B65F,CF46
98B9,08B0,F693,1893
98BA,08B3,F636,18AF
98BB,08B2,363A,B8E5
98BC,08B5,561A,CF05
98BD,08B4,0634,CF23
98BE,08B7,5651,0F6F
98BF,08B6,1635,B8CF
98C0,08C9,FF83,F8A1
98C1,08C8,2846,B1C1
98C2,08CB,B605,38DA
98C3,08CA,166F,F8FA
98C4,08CD,2823,01DA
98C5,08CC,B105,580A
98C6,08CF,B6BF,11FA
98C7,08CE,116F,58B1
98C8,08C1,B1BF,28EA
98C9,08C0,F883,3861
98CA,08C3,F876,0161
98CB,08C2,FF76,C10A
98CC,08C5,2F46,B1EA
98CD,08C4,16D5,28C1
98CE,08C7,2F23,11A1
98CF,08C6,11D5,C1B1
98D0,08D9,5957,59B0
98D1,08D8,4590,0060
98D2,08DB,ABAE,98C0
98D3,08DA,CDCE,7FB0
98D4,08DD,FA90,D1C0
98D5,08DC,EBA9,44A0
98D6,08DF,00AE,86B0
98D7,08DE,BDC9,FEA0
98D8,08D1,10A9,6560
98D9,08D0,2950,2CC0
98DA,08D3,9F50,B3C0
98DB,08D2,7F57,E7A0
98DC,08D5,6597,AB60
98DD,08D4,86CE,3A60
98DE,08D7,3A97,CDB0
98DF,08D6,D6C9,12A0
98E0,08E9,2D20,BC57
98E1,08E8,4780,1EAE
98E2,08EB,EB89,8827
98E3,08EA,BD29,D857
98E4,08ED,F280,88BE
98E5,08EC,E789,A487
98E6,08EF,1089,D8CE
98E7,08EE,B329,0E87
98E8,08E1,1289,E497
98E9,08E0,2320,CC27
98EA,08E3,9120,CCBE
98EB,08E2,9620,A46E
98EC,08E5,4B80,E4AE
98ED,08E4,D629,1E97
98EE,08E7,F080,BCCE
98EF,08E6,D129,0E6E
98F0,08F9,F683,1891
98F1,08F8,2146,B8CB
98F2,08FB,B645,087A
98F3,08FA,168F,183A
98F4,08FD,2123,08D4
98F5,08FC,B145,C84A
98F6,08FF,B62F,18F4
98F7,08FE,118F,C821
98F8,08F1,B12F,B81A
98F9,08F0,F183,0881
98FA,08F3,F176,086B
98FB,08F2,F676,C804
98FC,08F5,2646,B8E4
98FD,08F4,1675,B851
98FE,08F7,2623,18AB
98FF,08F6,1175,C8BB
9900,0909,F029,F2C7
9901,0908,4785,129A
9902,090B,4585,67B7
9903,090A,FA29,47C7
9904,090D,F285,A727
9905,090C,4485,676A
9906,090F,FA85,E757
9907,090E,FE29,326A
9908,0901,FE85,47AA
9909,0900,F229,32B7
990A,0903,4729,0227
990B,0902,4B29,A78A
990C,0905,4B85,E79A
990D,0904,4529,F2AA
990E,0907,F085,1257
990F,0906,4429,028A
9910,0919,F9B5,1C54
9911,0918,94B5,22C4
9912,091B,D5B6,A824
9913,091A,19B6,E854
9914,091D,2EB5,61B4
9915,091C,D4B6,8424
9916,091F,BAB6,41C4
9917,091E,1CB6,CE24
9918,0911,BEB6,D454
9919,0910,FCB5,0C24
991A,0913,48B5,33B4
991B,0912,4FB5,77B4
991C,0915,95B5,97C4
991D,0914,EFB6,BE54
991E,0917,2AB5,F3C4
991F,0916,E8B6,52B4
9920,0929,FB2D,F7CC
9921,0928,F775,1791
9922,092B,F575,3707
9923,092A,F52D,F7E7
9924,092D,F78F,0747
9925,092C,F475,37DA
9926,092F,F58F,1717
9927,092E,F42D,3761
9928,0921,F48F,F7FA
9929,0920,F72D,37BC
992A,0923,F749,072C
992B,0922,FB49,077A
992C,0925,FB75,173A
992D,0924,F549,F7A1
992E,0927,FB8F,175C
992F,0926,F449,0781
9930,0939,39C4,0925
9931,0938,95C5,50B5
9932,093B,85CA,E855
9933,093A,09CA,AF25
9934,093D,2AC5,41C5
9935,093C,D5C6,D455
9936,093F,CACA,66B5
9937,093E,19C6,BE55
9938,0931,BAC6,8525
9939,0930,F9C5,1C55
993A,0933,4FC5,F3C5
993B,0932,6FC4,97C5
993C,0935,75C4,7BB5
993D,0934,AFCA,CA25
993E,0937,5AC4,3DB5
993F,0936,EFC6,22C5
9940,0949,35C8,052D
9941,0948,F5F5,3B6F
9942,094B,05FA,1419
9943,094A,05CC,0549
9944,094D,F5AF,F7E9
9945,094C,15F6,1435
9946,094F,05A1,3B09
9947,094E,15C2,149F
9948,0941,15A3,0575
9949,0940,F5CD,145D
994A,0943,F5E9,F7CD
994B,0942,35EE,F7F5
994C,0945,35F4,3BD5
994D,0944,05E7,058F
994E,0947,35AB,3BBD
994F,0946,15E0,F7AF
9950,0959,365B,36B3
9951,0958,2B15,CB23
9952,095B,5514,F1E6
9953,095A,3F5B,3606
9954,095D,2B5F,1116
9955,095C,2515,27E6
9956,095F,555B,0646
9957,095E,FF5F,27C3
9958,0951,255F,5B06
9959,0950,F65F,F1C3
995A,0953,F615,1153
995B,0952,3614,B716
995C,0955,5B14,CB46
995D,0954,3F14,5BB3
995E,0957,5B5B,0623
995F,0956,FF15,B753
9960,0969,3D54,3DB6
9961,0968,9B55,C026
9962,096B,7554,41C6
9963,096A,3954,66B6
9964,096D,2055,E156
9965,096C,9555,97C6
9966,096F,5A54,A626
9967,096E,F955,22C6
9968,0961,2A55,7BB6
9969,0960,FD55,F3C6
996A,0963,4655,1356
996B,0962,6654,D756
996C,0965,7B54,8B26
996D,0964,6F54,50B6
996E,0967,5054,0D26
996F,0966,4F55,B256
9970,0979,FD25,F3CA
9971,0978,9725,B25A
9972,097B,9525,61BA
9973,097A,F925,41CA
9974,097D,2225,A12A
9975,097C,9425,77BA
9976,097F,2A25,E15A
9977,097E,FC25,52BA
9978,0971,2E25,97CA
9979,0970,F325,33BA
997A,0973,4125,032A
997B,0972,4625,872A
997C,0975,9B25,D75A
997D,0974,4F25,22CA
997E,0977,2025,135A
997F,0976,4825,C22A
9980,0989,3B58,3BB2
9981,0988,FB35,0B83
9982,098B,3534,F7E0
9983,098A,3558,3B00
9984,098D,FB9F,1710
9985,098C,F535,F7F6
9986,098F,359B,0B40
9987,098E,F55D,F7A3
9988,0981,F59F,3BD6
9989,0980,FB5D,F7C2
998A,0983,FB19,1752
998B,0982,3B1E,1736
998C,0985,3B34,0B76
998D,0984,351E,3B63
998E,0987,3B9B,0B22
998F,0986,F519,1793
9990,0999,3ACE,0A29
9991,0998,45A5,3065
9992,099B,A5AA,E459
9993,099A,0AC7,A529
9994,099D,FAA5,47C9
9995,099C,E5A6,E495
9996,099F,0AAA,6BB9
9997,099E,1AC0,1E95
9998,0991,1AA6,A585
9999,0990,FAC9,1E59
999A,0993,45C9,F2C9
999B,0992,65CE,47A5
999C,0995,65A4,6B65
999D,0994,A5C7,0A85
999E,0997,3AA4,30B9
999F,0996,E5C0,F2A5
99A0,09A9,F5BD,1458
99A1,09A8,F4D5,F7AB
99A2,09AB,15D6,044E
99A3,09AA,15B2,141E
99A4,09AD,F46F,370E
99A5,09AC,14D6,0474
99A6,09AF,1563,F7EE
99A7,09AE,14B2,048B
99A8,09A1,1463,1434
99A9,09A0,F4BD,0428
99AA,09A3,F409,37B8
99AB,09A2,F509,37D4
99AC,09A5,F5D5,F7F4
99AD,09A4,1500,149B
99AE,09A7,F56F,F7C8
99AF,09A6,1400,376B
99B0,09B9,3FCB,0F2F
99B1,09B8,25E5,5BBF
99B2,09BB,C5EA,1815
99B3,09BA,0FC1,0F45
99B4,09BD,25CF,F1E5
99B5,09BC,B5E6,B415
99B6,09BF,C5C1,3605
99B7,09BE,1FC3,B45F
99B8,09B1,B5C3,C545
99B9,09B0,FFCF,185F
99BA,09B3,FFE5,F1CF
99BB,09B2,3FE4,27E5
99BC,09B5,55E4,5B05
99BD,09B4,0FEA,C52F
99BE,09B7,55CB,36BF
99BF,09B6,1FE6,27CF
99C0,09C9,F62F,F1C1
99C1,09C8,2745,B751
99C2,09CB,2545,310A
99C3,09CA,FF2F,F1EA
99C4,09CD,272F,014A
99C5,09CC,2445,570A
99C6,09CF,252F,111A
99C7,09CE,F82F,57B1
99C8,09C1,242F,27EA
99C9,09C0,F12F,31B1
99CA,09C3,F145,0121
99CB,09C2,F645,C74A
99CC,09C5,2B45,B71A
99CD,09C4,FF45,27C1
99CE,09C7,2B2F,1151
99CF,09C6,F845,C721
99D0,09D9,305E,30B0
99D1,09D8,4B95,0086
99D2,09DB,6594,47C0
99D3,09DA,3A5E,6BB0
99D4,09DD,F095,E750
99D5,09DC,4595,47A6
99D6,09DF,3A94,AB20
99D7,09DE,FA59,F2A6
99D8,09D1,FA95,6B66
99D9,09D0,F059,F2C0
99DA,09D3,4B59,1250
99DB,09D2,6B5E,E796
99DC,09D5,6B94,AB86
99DD,09D4,655E,3066
99DE,09D7,3094,0020
99DF,09D6,4559,1296
99E0,09E9,FAB9,1E5E
99E1,09E8,4465,F2A4
99E2,09EB,E566,A42E
99E3,09EA,1AB0,E45E
99E4,09ED,FE65,67BE
99E5,09EC,E466,A484
99E6,09EF,1A66,47CE
99E7,09EE,1EB0,0E84
99E8,09E1,1E66,E494
99E9,09E0,FEB9,0E2E
99EA,09E3,44B9,32BE
99EB,09E2,45B9,6764
99EC,09E5,4565,47A4
99ED,09E4,E5B0,1E94
99EE,09E7,FA65,F2CE
99EF,09E6,E4B0,3264
99F0,09F9,FFBF,185B
99F1,09F8,2405,27CB
99F2,09FB,B506,0844
99F3,09FA,1FB3,1814
99F4,09FD,24BF,3104
99F5,09FC,B406,C444
99F6,09FF,B5B3,F1E4
99F7,09FE,18B3,C42B
99F8,09F1,B4B3,B414
99F9,09F0,F8BF,082B
99FA,09F3,F805,31BB
99FB,09F2,FF05,5704
99FC,09F5,2505,27E4
99FD,09F4,1F06,B45B
99FE,09F7,25BF,F1CB
99FF,09F6,1806,57BB
9A00,0A09,5C10,29E7
9A01,0A08,4A87,10F7
9A02,0A0B,A2A9,7CC7
9A03,0A0A,C3E9,99C7
9A04,0A0D,FA77,83C7
9A05,0A0C,E06E,6EA7
9A06,0A0F,02F9,DDC7
9A07,0A0E,BD0E,3EF7
9A08,0A01,10DE,4AA7
9A09,0A00,2947,5CE7
9A0A,0A03,9927,C3E7
9A0B,0A02,7C50,A2A7
9A0C,0A05,6E90,E0A7
9A0D,0A04,83C9,FAF7
9A0E,0A07,3E30,BDE7
9A0F,0A06,DDBE,02F7
9A10,0A19,3336,193A
9A11,0A18,9D2A,B9E4
9A12,0A1B,8355,AC9A
9A13,0A1A,0335,E99A
9A14,0A1D,2D4A,ACA4
9A15,0A1C,DD24,8C5A
9A16,0A1F,C315,E9A4
9A17,0A1E,1D74,CC1A
9A18,0A11,BD44,D95A
9A19,0A10,FD7A,0C3A
9A1A,0A13,4D8A,0CF4
9A1B,0A12,6396,8CC4
9A1C,0A15,7356,D9C4
9A1D,0A14,A395,B91A
9A1E,0A17,5316,19F4
9A1F,0A16,ED84,CCE4
9A20,0A29,7C52,99CC
9A21,0A28,F57C,E0AC
9A22,0A2B,07FD,58EC
9A23,0A2A,83CD,2FEC
9A24,0A2D,4A8C,C1EC
9A25,0A2C,1BD8,34FC
9A26,0A2F,A2AD,B6EC
9A27,0A2E,DDB8,6EAC
9A28,0A21,E068,F5FC
9A29,0A20,992C,7CCC
9A2A,0A23,2F4C,83CC
9A2B,0A22,5812,07FC
9A2C,0A25,3432,1BFC
9A2D,0A24,C1ED,4AAC
9A2E,0A27,6E92,DDCC
9A2F,0A26,B608,A2AC
9A30,0A39,3376,097A
9A31,0A38,932A,C904
9A32,0A3B,8325,A996
9A33,0A3A,0375,A98A
9A34,0A3D,234A,A9A5
9A35,0A3C,D324,8956
9A36,0A3F,C345,A964
9A37,0A3E,1374,C916
9A38,0A31,B344,892A
9A39,0A30,F37A,0936
9A3A,0A33,438A,09F5
9A3B,0A32,6386,89C5
9A3C,0A35,7326,89B4
9A3D,0A34,A385,C94A
9A3E,0A37,5346,09D4
9A3F,0A36,E384,C9E5
9A40,0A49,7322,892C
9A41,0A48,F77C,AA68
9A42,0A4B,077D,CF12
9A43,0A4A,832D,CF4C
9A44,0A4D,428C,CFED
9A45,0A4C,1778,0532
9A46,0A4F,A28D,CF08
9A47,0A4E,D328,AA92
9A48,0A41,E288,057C
9A49,0A40,932C,8952
9A4A,0A43,214C,89CD
9A4B,0A42,5142,05FD
9A4C,0A45,3772,05D8
9A4D,0A44,C14D,AA8C
9A4E,0A47,6282,89B8
9A4F,0A46,B148,AAAD
9A50,0A59,6C83,6961
9A51,0A58,2841,8DB1
9A52,0A5B,C10F,3FF3
9A53,0A5A,A36F,3FD1
9A54,0A5D,9C21,06F3
9A55,0A5C,B10B,5FE3
9A56,0A5F,83BF,06D1
9A57,0A5E,E36B,79C3
9A58,0A51,D3BB,5F01
9A59,0A50,4C81,69A3
9A5A,0A53,F871,ADA3
9A5B,0A52,3873,C6E3
9A5C,0A55,5843,C601
9A5D,0A54,01DF,79B1
9A5E,0A57,7C23,AD61
9A5F,0A56,11DB,8DC3
9A60,0A69,3C76,39DA
9A61,0A68,9C2A,CD0A
9A62,0A6B,83B5,69A6
9A63,0A6A,03D5,696A
9A64,0A6D,2C4A,ADA6
9A65,0A6C,D3B4,79C6
9A66,0A6F,C305,AD6A
9A67,0A6E,13D4,59E6
9A68,0A61,B304,79BA
9A69,0A60,FC7A,39F6
9A6A,0A63,4C8A,0DF6
9A6B,0A62,6C86,8DC6
9A6C,0A65,7C26,8DBA
9A6D,0A64,A365,590A
9A6E,0A67,5C46,0DDA
9A6F,0A66,E364,CDE6
9A70,0A79,3C36,F9FA
9A71,0A78,992A,BDEA
9A72,0A7B,83C5,6CAA
9A73,0A7A,03F5,49AA
9A74,0A7D,294A,A3AA
9A75,0A7C,DDB4,7CCA
9A76,0A7F,C3E5,EDAA
9A77,0A7E,1DD4,5CEA
9A78,0A71,BD04,99CA
9A79,0A70,F97A,3CFA
9A7A,0A73,498A,03FA
9A7B,0A72,6C96,83CA
9A7C,0A75,7C56,DDCA
9A7D,0A74,A3A5,29EA
9A7E,0A77,5C16,1DFA
9A7F,0A76,ED64,C3EA
9A80,0A89,7C22,79BC
9A81,0A88,F47C,A06C
9A82,0A8B,07DD,5FE2
9A83,0A8A,83BD,5F0C
9A84,0A8D,4E8C,C6E2
9A85,0A8C,17D8,35F2
9A86,0A8F,A26D,C60C
9A87,0A8E,D3B8,6AA2
9A88,0A81,E268,35DC
9A89,0A80,9C2C,79C2
9A8A,0A83,284C,8DC2
9A8B,0A82,5842,0BF2
9A8C,0A85,3472,0BDC
9A8D,0A84,C10D,6A6C
9A8E,0A87,6E82,8DBC
9A8F,0A86,B108,A0A2
9A90,0A99,5340,C947
9A91,0A98,4287,0ADE
9A92,0A9B,A289,8950
9A93,0A9A,C349,8927
9A94,0A9D,F277,89C9
9A95,0A9C,E28E,AA90
9A96,0A9F,0279,89BE
9A97,0A9E,B34E,0A30
9A98,0A91,127E,AA87
9A99,0A90,2347,C910
9A9A,0A93,9327,C9E9
9A9B,0A92,7320,AAA9
9A9C,0A95,6280,AA6E
9A9D,0A94,8329,0A77
9A9E,0A97,3270,C90E
9A9F,0A96,D32E,0AF9
9AA0,0AA9,7352,D95C
9AA1,0AA8,FB7C,EAA8
9AA2,0AAB,073D,C81C
9AA3,0AAA,835D,BF1C
9AA4,0AAD,408C,C8E8
9AA5,0AAC,1B78,043C
9AA6,0AAF,A29D,BFE8
9AA7,0AAE,DD28,AE9C
9AA8,0AA1,E088,153C
9AA9,0AA0,9D2C,8C5C
9AAA,0AA3,264C,8CC8
9AAB,0AA2,5112,04F8
9AAC,0AA5,3732,15F8
9AAD,0AA4,C11D,EA9C
9AAE,0AA7,6292,D9C8
9AAF,0AA6,B648,AEA8
9AB0,0AB9,6383,A981
9AB1,0AB8,2141,89BB
9AB2,0ABB,C14F,0F33
9AB3,0ABA,A38F,0F71
9AB4,0ABD,9321,0FFF
9AB5,0ABC,B14B,CF13
9AB6,0ABF,832F,0FDB
9AB7,0ABE,E38B,8953
9AB8,0AB1,D32B,CF41
9AB9,0AB0,4381,A993
9ABA,0AB3,F171,A9AF
9ABB,0AB2,3173,CFEF
9ABC,0AB5,5143,CF0B
9ABD,0AB4,017F,8921
9ABE,0AB7,7323,A96B
9ABF,0AB6,117B,89CF
9AC0,0AC9,6C93,49A1
9AC1,0AC8,2F41,DDC1
9AC2,0ACB,C1EF,38F1
9AC3,0ACA,A3AF,FFF1
9AC4,0ACD,9921,01F1
9AC5,0ACC,B60B,58E1
9AC6,0ACF,83CF,16F1
9AC7,0ACE,ED6B,7CC1
9AC8,0AC1,DDBB,2FE1
9AC9,0AC0,4981,6CA1
9ACA,0AC3,FF71,A3A1
9ACB,0AC2,3833,C1E1
9ACC,0AC5,5813,B6E1
9ACD,0AC4,01FF,99C1
9ACE,0AC7,7C53,EDA1
9ACF,0AC6,16DB,83C1
9AD0,0AD9,5C40,5907
9AD1,0AD8,4E87,00D7
9AD2,0ADB,A269,79C0
9AD3,0ADA,C309,79B7
9AD4,0ADD,FE77,8DC0
9AD5,0ADC,E26E,6AA0
9AD6,0ADF,02D9,8DB7
9AD7,0ADE,B30E,3AF0
9AD8,0AD1,12DE,6A67
9AD9,0AD0,2C47,59E0
9ADA,0AD3,9C27,CDE0
9ADB,0AD2,7C20,A0A0
9ADC,0AD5,6E80,A067
9ADD,0AD4,83B9,3AD7
9ADE,0AD7,3E70,CD07
9ADF,0AD6,D3BE,00F0
9AE0,0AE9,5310,B917
9AE1,0AE8,4087,1AFE
9AE2,0AEB,A299,8C57
9AE3,0AEA,C319,D957
9AE4,0AED,F077,8CCE
9AE5,0AEC,E08E,AE97
9AE6,0AEF,0239,D9CE
9AE7,0AEE,BD4E,0E37
9AE8,0AE1,107E,EA97
9AE9,0AE0,2D47,CC17
9AEA,0AE3,9D27,CCEE
9AEB,0AE2,7350,AEAE
9AEC,0AE5,6290,EAAE
9AED,0AE4,8359,1A37
9AEE,0AE7,3230,B9EE
9AEF,0AE6,DD2E,0EFE
9AF0,0AF9,6393,E991
9AF1,0AF8,2641,D9CB
9AF2,0AFB,C11F,0831
9AF3,0AFA,A39F,1F31
9AF4,0AFD,9D21,08FB
9AF5,0AFC,B64B,C811
9AF6,0AFF,835F,1FFB
9AF7,0AFE,ED8B,8C51
9AF8,0AF1,DD2B,BF11
9AF9,0AF0,4D81,AC91
9AFA,0AF3,F671,ACAB
9AFB,0AF2,3133,C8EB
9AFC,0AF5,5113,BFEB
9AFD,0AF4,013F,D951
9AFE,0AF7,7353,E9AB
9AFF,0AF6,167B,8CCB
9B00,0B09,2940,2CE7
9B01,0B08,4E80,12F7
9B02,0B0B,E069,7CB7
9B03,0B0A,BD09,9CC7
9B04,0B0D,FE70,83B7
9B05,0B0C,E269,6E67
9B06,0B0F,10D9,D3C7
9B07,0B0E,B309,3ED7
9B08,0B01,12D9,4EA7
9B09,0B00,2C40,5C07
9B0A,0B03,9C20,C307
9B0B,0B02,9920,A267
9B0C,0B05,4A80,E2A7
9B0D,0B04,DDB9,FEF7
9B0E,0B07,FA70,B3E7
9B0F,0B06,D3B9,02D7
9B10,0B19,FD76,1C3A
9B11,0B18,9326,BCE4
9B12,0B1B,DD25,AC8A
9B13,0B1A,1D75,EC9A
9B14,0B1D,2346,AC64
9B15,0B1C,D325,8C2A
9B16,0B1F,BD45,ECA4
9B17,0B1E,1375,CC4A
9B18,0B11,B345,DC5A
9B19,0B10,F376,0C7A
9B1A,0B13,4386,0CD4
9B1B,0B12,4D86,8CB4
9B1C,0B15,9D26,DCC4
9B1D,0B14,ED85,BC1A
9B1E,0B17,2D46,1CF4
9B1F,0B16,E385,CC04
9B20,0B29,9922,9CCC
9B21,0B28,F472,E2AC
9B22,0B2B,1BDD,580C
9B23,0B2A,DDBD,28EC
9B24,0B2D,4E82,C10C
9B25,0B2C,17DD,34DC
9B26,0B2F,E06D,B1EC
9B27,0B2E,D3BD,6E6C
9B28,0B21,E26D,F4FC
9B29,0B20,9C22,7CBC
9B2A,0B23,2842,83BC
9B2B,0B22,2F42,07DC
9B2C,0B25,F572,17FC
9B2D,0B24,B60D,4EAC
9B2E,0B27,4A82,D3CC
9B2F,0B26,B10D,A26C
9B30,0B39,3D3A,0976
9B31,0B38,9D56,C905
9B32,0B3B,8D54,EC96
9B33,0B3A,0D34,A986
9B34,0B3D,2D16,ECA5
9B35,0B3C,DD55,DC56
9B36,0B3F,CD14,A965
9B37,0B3E,1D35,BC16
9B38,0B31,BD15,8926
9B39,0B30,FD36,1C36
9B3A,0B33,4D96,1CF5
9B3B,0B32,6D9A,DCC5
9B3C,0B35,7D5A,89B5
9B3D,0B34,AD94,C946
9B3E,0B37,5D1A,09D5
